Train Epoch: [2/30] Iters:[280/1093] transplant_loss 0.9972, rec_loss 0.0125, p_loss 0.1742, quant_error 0.2187, utilization 0.5971, perplexity 8530.7097,
Train Epoch: [2/30] Iters:[290/1093] transplant_loss 0.9980, rec_loss 0.0125, p_loss 0.1744, quant_error 0.2187, utilization 0.5976, perplexity 8537.5642,
Train Epoch: [2/30] Iters:[300/1093] transplant_loss 0.9996, rec_loss 0.0125, p_loss 0.1745, quant_error 0.2190, utilization 0.5981, perplexity 8548.0397,
Train Epoch: [2/30] Iters:[310/1093] transplant_loss 0.9957, rec_loss 0.0124, p_loss 0.1743, quant_error 0.2177, utilization 0.5987, perplexity 8563.8174,
Train Epoch: [2/30] Iters:[320/1093] transplant_loss 0.9946, rec_loss 0.0125, p_loss 0.1744, quant_error 0.2171, utilization 0.5993, perplexity 8571.9190,
Train Epoch: [2/30] Iters:[330/1093] transplant_loss 0.9925, rec_loss 0.0124, p_loss 0.1745, quant_error 0.2166, utilization 0.5995, perplexity 8576.0277,
Train Epoch: [2/30] Iters:[340/1093] transplant_loss 0.9917, rec_loss 0.0123, p_loss 0.1742, quant_error 0.2163, utilization 0.5999, perplexity 8585.8914,
Train Epoch: [2/30] Iters:[350/1093] transplant_loss 0.9882, rec_loss 0.0122, p_loss 0.1737, quant_error 0.2152, utilization 0.5998, perplexity 8582.7124,
Train Epoch: [2/30] Iters:[360/1093] transplant_loss 0.9892, rec_loss 0.0123, p_loss 0.1738, quant_error 0.2158, utilization 0.5999, perplexity 8579.4970,
Train Epoch: [2/30] Iters:[370/1093] transplant_loss 0.9896, rec_loss 0.0122, p_loss 0.1733, quant_error 0.2163, utilization 0.5996, perplexity 8575.1289,
Train Epoch: [2/30] Iters:[380/1093] transplant_loss 0.9895, rec_loss 0.0122, p_loss 0.1733, quant_error 0.2159, utilization 0.5996, perplexity 8575.7306,
Train Epoch: [2/30] Iters:[390/1093] transplant_loss 0.9861, rec_loss 0.0121, p_loss 0.1727, quant_error 0.2151, utilization 0.5997, perplexity 8575.0147,
